i-3	i-2	i-1	i+0	i+1	i+2	i+3	Filter
54	681	658	887	736	797	786	0
681	658	887	736	797	786	740	0
658	887	736	797	786	740	805	0
887	736	797	786	740	805	798	0
736	797	786	740	805	798	793	0
797	786	740	805	798	793	802	0
786	740	805	798	793	802	786	0
740	805	798	793	802	786	778	0
805	798	793	802	786	778	778	0
798	793	802	786	778	778	740	0
793	802	786	778	778	740	797	0
802	786	778	778	740	797	736	0
786	778	778	740	797	736	797	0
778	778	740	797	736	797	775	0
778	740	797	736	797	775	797	0
740	797	736	797	775	797	790	0
797	736	797	775	797	790	814	0
736	797	775	797	790	814	821	0
797	775	797	790	814	821	805	0
775	797	790	814	821	805	809	0
797	790	814	821	805	809	806	0
790	814	821	805	809	806	813	0
814	821	805	809	806	813	813	0
821	805	809	806	813	813	813	0
805	809	806	813	813	813	810	0
809	806	813	813	813	810	809	0
806	813	813	813	810	809	646	0
813	813	813	810	809	646	969	0
813	813	810	809	646	969	626	0
813	810	809	646	969	626	969	1
810	809	646	969	626	969	638	0
809	646	969	626	969	638	930	1
646	969	626	969	638	930	763	0
969	626	969	638	930	763	759	1
626	969	638	930	763	759	766	0
969	638	930	763	759	766	771	0
638	930	763	759	766	771	766	0
930	763	759	766	771	766	615	0
763	759	766	771	766	615	907	0
759	766	771	766	615	907	731	0
766	771	766	615	907	731	790	1
771	766	615	907	731	790	778	0
766	615	907	731	790	778	798	0
615	907	731	790	778	798	782	0
907	731	790	778	798	782	805	0
731	790	778	798	782	805	786	0
790	778	798	782	805	786	790	0
778	798	782	805	786	790	794	0
798	782	805	786	790	794	786	0
782	805	786	790	794	786	790	0
805	786	790	794	786	790	770	0
786	790	794	786	790	770	783	0
790	794	786	790	770	783	762	0
794	786	790	770	783	762	759	0
786	790	770	783	762	759	763	0
790	770	783	762	759	763	731	0
770	783	762	759	763	731	732	0
783	762	759	763	731	732	727	0
762	759	763	731	732	727	728	0
759	763	731	732	727	728	727	0
763	731	732	727	728	727	685	0
731	732	727	728	727	685	736	0
732	727	728	727	685	736	681	0
727	728	727	685	736	681	692	0
728	727	685	736	681	692	701	0
727	685	736	681	692	701	692	0
685	736	681	692	701	692	681	0
736	681	692	701	692	681	689	0
681	692	701	692	681	689	677	0
692	701	692	681	689	677	677	0
701	692	681	689	677	677	669	0
692	681	689	677	677	669	662	0
681	689	677	677	669	662	669	0
689	677	677	669	662	669	661	0
677	677	669	662	669	661	642	0
677	669	662	669	661	642	658	0
669	662	669	661	642	658	646	0
662	669	661	642	658	646	658	0
669	661	642	658	646	658	649	0
661	642	658	646	658	649	654	0
642	658	646	658	649	654	642	0
658	646	658	649	654	642	654	0
646	658	649	654	642	654	653	0
658	649	654	642	654	653	658	0
649	654	642	654	653	658	654	0
654	642	654	653	658	654	650	0
642	654	653	658	654	650	665	0
654	653	658	654	650	665	654	0
653	658	654	650	665	654	665	0
658	654	650	665	654	665	669	0
654	650	665	654	665	669	677	0
650	665	654	665	669	677	681	0
665	654	665	669	677	681	685	0
654	665	669	677	681	685	681	0
665	669	677	681	685	681	693	0
669	677	681	685	681	693	719	0
677	681	685	681	693	719	689	0
681	685	681	693	719	689	701	0
685	681	693	719	689	701	688	0
681	693	719	689	701	688	697	0
693	719	689	701	688	697	700	0
719	689	701	688	697	700	693	0
689	701	688	697	700	693	692	0
701	688	697	700	693	692	697	0
688	697	700	693	692	697	692	0
697	700	693	692	697	692	697	0
700	693	692	697	692	697	696	0
693	692	697	692	697	696	697	0
692	697	692	697	696	697	724	0
697	692	697	696	697	724	685	0
692	697	696	697	724	685	731	0
697	696	697	724	685	731	677	0
696	697	724	685	731	677	704	0
697	724	685	731	677	704	685	0
724	685	731	677	704	685	697	0
685	731	677	704	685	697	716	0
731	677	704	685	697	716	669	0
677	704	685	697	716	669	693	0
704	685	697	716	669	693	719	0
685	697	716	669	693	719	662	0
697	716	669	693	719	662	689	0
716	669	693	719	662	689	649	0
669	693	719	662	689	649	732	0
693	719	662	689	649	732	689	0
719	662	689	649	732	689	692	1
662	689	649	732	689	692	732	0
689	649	732	689	692	732	731	0
649	732	689	692	732	731	724	0
732	689	692	732	731	724	720	0
689	692	732	731	724	720	735	0
692	732	731	724	720	735	740	0
732	731	724	720	735	740	739	0
