      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.724      186     N    0    0    0
    0:01.315      338     N    0    0    0
    0:01.922      494     N    0    0    0
    0:02.518      647     N    0    0    0
    0:03.121      802     N    0    0    0
    0:03.728      958     N    0    0    0
    0:04.346     1117     N    0    0    0
    0:04.774     1227     V    0    0    0
    0:05.533     1422     N    0    0    0
    0:06.027     1549     V    0    0    0
    0:06.821     1753     N    0    0    0
    0:07.451     1915     N    0    0    0
    0:08.070     2074     N    0    0    0
    0:08.661     2226     N    0    0    0
    0:09.249     2377     N    0    0    0
    0:09.825     2525     N    0    0    0
    0:10.420     2678     N    0    0    0
    0:11.019     2832     N    0    0    0
    0:11.623     2987     N    0    0    0
    0:12.233     3144     N    0    0    0
    0:12.790     3287     V    0    0    0
    0:13.467     3461     N    0    0    0
    0:14.074     3617     N    0    0    0
    0:14.685     3774     N    0    0    0
    0:15.288     3929     N    0    0    0
    0:15.704     4036     V    0    0    0
    0:16.358     4204     N    0    0    0
    0:17.058     4384     N    0    0    0
    0:17.669     4541     N    0    0    0
    0:18.296     4702     N    0    0    0
    0:18.918     4862     N    0    0    0
    0:19.545     5023     N    0    0    0
    0:20.202     5192     N    0    0    0
    0:20.864     5362     N    0    0    0
    0:21.533     5534     N    0    0    0
    0:22.198     5705     N    0    0    0
    0:22.872     5878     N    0    0    0
    0:23.560     6055     N    0    0    0
    0:24.241     6230     N    0    0    0
    0:24.934     6408     N    0    0    0
    0:25.626     6586     N    0    0    0
    0:26.323     6765     N    0    0    0
    0:27.019     6944     N    0    0    0
    0:27.712     7122     N    0    0    0
    0:28.412     7302     N    0    0    0
    0:29.097     7478     N    0    0    0
    0:29.790     7656     N    0    0    0
    0:30.467     7830     N    0    0    0
    0:31.144     8004     N    0    0    0
    0:31.817     8177     N    0    0    0
    0:32.471     8345     N    0    0    0
    0:33.128     8514     N    0    0    0
    0:33.790     8684     N    0    0    0
    0:34.451     8854     N    0    0    0
    0:35.109     9023     N    0    0    0
    0:35.755     9189     N    0    0    0
    0:36.409     9357     N    0    0    0
    0:37.089     9532     N    0    0    0
    0:37.774     9708     N    0    0    0
    0:38.447     9881     N    0    0    0
    0:39.136    10058     N    0    0    0
    0:39.821    10234     N    0    0    0
    0:40.506    10410     N    0    0    0
    0:41.191    10586     N    0    0    0
    0:41.868    10760     N    0    0    0
    0:42.537    10932     N    0    0    0
    0:43.198    11102     N    0    0    0
    0:43.872    11275     N    0    0    0
    0:44.553    11450     N    0    0    0
    0:45.230    11624     N    0    0    0
    0:45.895    11795     N    0    0    0
    0:46.560    11966     N    0    0    0
    0:47.214    12134     N    0    0    0
    0:47.864    12301     N    0    0    0
    0:48.518    12469     N    0    0    0
    0:49.156    12633     N    0    0    0
    0:49.794    12797     N    0    0    0
    0:50.428    12960     N    0    0    0
    0:51.051    13120     N    0    0    0
