      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.342       88     N    0    0    0
    0:01.346      346     N    0    0    0
    0:02.381      612     N    0    0    0
    0:03.397      873     N    0    0    0
    0:04.444     1142     N    0    0    0
    0:05.521     1419     N    0    0    0
    0:06.584     1692     N    0    0    0
    0:07.661     1969     N    0    0    0
    0:08.747     2248     N    0    0    0
    0:09.817     2523     N    0    0    0
    0:10.907     2803     N    0    0    0
    0:11.992     3082     N    0    0    0
    0:13.051     3354     N    0    0    0
    0:14.125     3630     N    0    0    0
    0:15.195     3905     N    0    0    0
    0:16.245     4175     N    0    0    0
    0:17.307     4448     N    0    0    0
    0:18.377     4723     N    0    0    0
    0:19.455     5000     N    0    0    0
    0:20.521     5274     N    0    0    0
    0:21.584     5547     N    0    0    0
    0:22.650     5821     N    0    0    0
    0:23.716     6095     N    0    0    0
    0:24.782     6369     N    0    0    0
    0:25.848     6643     N    0    0    0
    0:26.918     6918     N    0    0    0
    0:28.016     7200     N    0    0    0
    0:29.113     7482     N    0    0    0
    0:30.222     7767     N    0    0    0
    0:31.346     8056     N    0    0    0
    0:32.498     8352     N    0    0    0
    0:33.673     8654     N    0    0    0
    0:34.817     8948     N    0    0    0
    0:35.946     9238     N    0    0    0
    0:37.051     9522     N    0    0    0
    0:37.914     9744     V    0    0    0
    0:39.268    10092     N    0    0    0
    0:40.331    10365     N    0    0    0
    0:41.412    10643     N    0    0    0
    0:42.518    10927     N    0    0    0
    0:43.572    11198     F    0    0    0
    0:44.444    11422     V    0    0    0
    0:45.420    11673     V    0    0    0
    0:46.833    12036     V    0    0    0
    0:47.506    12209     N    0    0    0
    0:48.763    12532     N    0    0    0
    0:49.778    12793     N    0    0    0
    0:50.786    13052     N    0    0    0
    0:51.755    13301     N    0    0    0
    0:52.700    13544     N    0    0    0
    0:53.591    13773     N    0    0    0
    0:54.506    14008     N    0    0    0
    0:55.405    14239     N    0    0    0
    0:55.922    14372     V    0    0    0
    0:57.089    14672     N    0    0    0
    0:57.907    14882     N    0    0    0
    0:58.778    15106     N    0    0    0
    0:59.677    15337     N    0    0    0
    1:00.712    15603     N    0    0    0
    1:01.743    15868     N    0    0    0
    1:02.767    16131     N    0    0    0
    1:03.798    16396     N    0    0    0
    1:04.840    16664     N    0    0    0
    1:05.883    16932     N    0    0    0
    1:06.949    17206     N    0    0    0
    1:08.027    17483     N    0    0    0
    1:08.942    17718     V    0    0    0
    1:10.198    18041     N    0    0    0
    1:11.237    18308     N    0    0    0
    1:12.292    18579     N    0    0    0
    1:13.366    18855     N    0    0    0
    1:14.467    19138     N    0    0    0
    1:15.588    19426     N    0    0    0
    1:16.689    19709     N    0    0    0
    1:17.802    19995     N    0    0    0
    1:18.911    20280     N    0    0    0
    1:20.039    20570     N    0    0    0
    1:21.132    20851     N    0    0    0
    1:22.206    21127     N    0    0    0
    1:23.222    21388     N    0    0    0
    1:24.226    21646     N    0    0    0
    1:25.346    21934     N    0    0    0
    1:26.455    22219     N    0    0    0
    1:27.591    22511     N    0    0    0
    1:28.743    22807     N    0    0    0
    1:29.852    23092     N    0    0    0
    1:30.829    23343     V    0    0    0
    1:31.996    23643     V    0    0    0
    1:33.163    23943     N    0    0    0
    1:34.230    24217     N    0    0    0
    1:35.276    24486     N    0    0    0
    1:36.311    24752     N    0    0    0
    1:37.354    25020     N    0    0    0
    1:38.358    25278     N    0    0    0
    1:39.393    25544     N    0    0    0
    1:40.412    25806     N    0    0    0
    1:41.436    26069     N    0    0    0
    1:42.482    26338     N    0    0    0
    1:43.296    26547     V    0    0    0
    1:44.556    26871     N    0    0    0
    1:45.370    27080     V    0    0    0
    1:46.455    27359     V    0    0    0
    1:47.545    27639     V    0    0    0
    1:48.556    27899     N    0    0    0
    1:49.074    28032     V    0    0    0
    1:50.253    28335     V    0    0    0
    1:51.179    28573     N    0    0    0
    1:52.031    28792     N    0    0    0
    1:53.000    29041     N    0    0    0
    1:53.938    29282     V    0    0    0
    1:55.082    29576     N    0    0    0
    1:56.093    29836     N    0    0    0
    1:57.086    30091     V    0    0    0
    1:58.175    30371     N    0    0    0
    1:59.179    30629     V    0    0    0
    2:00.222    30897     V    0    0    0
    2:01.183    31144     V    0    0    0
    2:02.136    31389     V    0    0    0
    2:02.946    31597     V    0    0    0
    2:03.778    31811     V    0    0    0
    2:04.623    32028     V    0    0    0
    2:05.475    32247     V    0    0    0
    2:06.276    32453     V    0    0    0
    2:07.082    32660     V    0    0    0
    2:07.821    32850     V    0    0    0
    2:09.198    33204     N    0    0    0
    2:10.109    33438     N    0    0    0
    2:11.058    33682     N    0    0    0
    2:12.101    33950     N    0    0    0
    2:13.140    34217     N    0    0    0
    2:14.218    34494     N    0    0    0
    2:15.319    34777     N    0    0    0
    2:16.424    35061     N    0    0    0
    2:17.525    35344     N    0    0    0
    2:18.607    35622     N    0    0    0
    2:19.689    35900     N    0    0    0
    2:20.778    36180     N    0    0    0
    2:21.872    36461     N    0    0    0
    2:22.949    36738     N    0    0    0
    2:24.043    37019     N    0    0    0
    2:25.136    37300     N    0    0    0
    2:26.175    37567     N    0    0    0
    2:27.265    37847     N    0    0    0
    2:28.354    38127     N    0    0    0
    2:29.389    38393     N    0    0    0
    2:30.436    38662     N    0    0    0
    2:31.486    38932     N    0    0    0
    2:32.490    39190     N    0    0    0
    2:33.323    39404     V    0    0    0
    2:33.856    39541     V    0    0    0
    2:34.514    39710     N    0    0    0
    2:35.440    39948     N    0    0    0
    2:36.401    40195     N    0    0    0
    2:37.272    40419     N    0    0    0
    2:38.113    40635     N    0    0    0
    2:39.019    40868     N    0    0    0
    2:39.992    41118     N    0    0    0
    2:40.922    41357     N    0    0    0
    2:41.805    41584     N    0    0    0
    2:42.700    41814     N    0    0    0
    2:43.595    42044     N    0    0    0
    2:44.459    42266     N    0    0    0
    2:45.315    42486     N    0    0    0
    2:46.167    42705     N    0    0    0
    2:47.012    42922     N    0    0    0
