      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.214       55     +    0    0    0	(AFIB
    0:00.467      120     N    0    0    0
    0:01.335      343     N    0    0    0
    0:02.198      565     N    0    0    0
    0:03.086      793     N    0    0    0
    0:03.938     1012     N    0    0    0
    0:04.802     1234     N    0    0    0
    0:05.669     1457     N    0    0    0
    0:06.521     1676     N    0    0    0
    0:07.358     1891     N    0    0    0
    0:08.125     2088     N    0    0    0
    0:08.926     2294     N    0    0    0
    0:09.708     2495     N    0    0    0
    0:10.751     2763     N    0    0    0
    0:11.514     2959     N    0    0    0
    0:12.362     3177     N    0    0    0
    0:13.222     3398     N    0    0    0
    0:14.093     3622     N    0    0    0
    0:14.953     3843     N    0    0    0
    0:15.837     4070     N    0    0    0
    0:16.700     4292     N    0    0    0
    0:17.545     4509     N    0    0    0
    0:18.428     4736     N    0    0    0
    0:19.272     4953     N    0    0    0
    0:20.125     5172     N    0    0    0
    0:21.004     5398     N    0    0    0
    0:21.879     5623     N    0    0    0
    0:22.716     5838     N    0    0    0
    0:23.588     6062     N    0    0    0
    0:24.354     6259     N    0    0    0
    0:25.611     6582     N    0    0    0
    0:26.315     6763     N    0    0    0
    0:27.097     6964     N    0    0    0
    0:27.938     7180     N    0    0    0
    0:28.693     7374     N    0    0    0
    0:29.973     7703     N    0    0    0
    0:30.763     7906     N    0    0    0
    0:31.420     8075     N    0    0    0
    0:32.113     8253     N    0    0    0
    0:32.794     8428     N    0    0    0
    0:33.576     8629     N    0    0    0
    0:34.420     8846     N    0    0    0
    0:35.284     9068     N    0    0    0
    0:36.140     9288     N    0    0    0
    0:36.992     9507     N    0    0    0
    0:37.875     9734     N    0    0    0
    0:38.747     9958     N    0    0    0
    0:39.623    10183     N    0    0    0
    0:40.463    10399     N    0    0    0
    0:41.183    10584     N    0    0    0
    0:41.848    10755     N    0    0    0
    0:42.537    10932     N    0    0    0
    0:43.304    11129     N    0    0    0
    0:44.132    11342     N    0    0    0
    0:45.023    11571     N    0    0    0
    0:45.840    11781     N    0    0    0
    0:46.778    12022     N    0    0    0
    0:47.591    12231     N    0    0    0
    0:48.451    12452     N    0    0    0
    0:49.339    12680     N    0    0    0
    0:50.160    12891     N    0    0    0
    0:50.961    13097     N    0    0    0
    0:51.782    13308     N    0    0    0
    0:52.595    13517     N    0    0    0
    0:53.463    13740     N    0    0    0
    0:54.323    13961     N    0    0    0
    0:55.163    14177     N    0    0    0
    0:56.082    14413     N    0    0    0
    0:56.942    14634     N    0    0    0
    0:57.650    14816     N    0    0    0
    0:58.451    15022     N    0    0    0
    0:59.304    15241     N    0    0    0
    1:00.195    15470     N    0    0    0
    1:01.031    15685     N    0    0    0
    1:01.899    15908     N    0    0    0
    1:02.763    16130     N    0    0    0
    1:03.630    16353     N    0    0    0
    1:04.498    16576     N    0    0    0
    1:05.358    16797     N    0    0    0
    1:06.206    17015     N    0    0    0
    1:07.070    17237     N    0    0    0
    1:07.938    17460     N    0    0    0
    1:08.817    17686     N    0    0    0
    1:09.650    17900     N    0    0    0
    1:10.401    18093     N    0    0    0
    1:11.093    18271     N    0    0    0
    1:12.296    18580     N    0    0    0
    1:12.957    18750     N    0    0    0
    1:13.599    18915     N    0    0    0
    1:14.253    19083     N    0    0    0
    1:14.899    19249     N    0    0    0
    1:15.537    19413     N    0    0    0
    1:16.202    19584     N    0    0    0
    1:16.848    19750     N    0    0    0
    1:17.572    19936     N    0    0    0
    1:18.397    20148     N    0    0    0
    1:19.206    20356     N    0    0    0
    1:20.078    20580     N    0    0    0
    1:20.922    20797     N    0    0    0
    1:21.681    20992     N    0    0    0
    1:22.459    21192     N    0    0    0
    1:23.284    21404     N    0    0    0
    1:24.148    21626     N    0    0    0
    1:24.996    21844     N    0    0    0
    1:25.852    22064     N    0    0    0
    1:26.716    22286     N    0    0    0
    1:27.521    22493     N    0    0    0
    1:28.362    22709     N    0    0    0
    1:29.132    22907     N    0    0    0
    1:29.798    23078     N    0    0    0
    1:30.463    23249     N    0    0    0
    1:31.128    23420     N    0    0    0
    1:31.860    23608     N    0    0    0
    1:33.132    23935     N    0    0    0
    1:33.887    24129     N    0    0    0
    1:34.560    24302     N    0    0    0
    1:35.280    24487     N    0    0    0
    1:36.078    24692     N    0    0    0
    1:36.911    24906     N    0    0    0
    1:37.767    25126     N    0    0    0
    1:38.623    25346     N    0    0    0
    1:39.490    25569     N    0    0    0
    1:40.327    25784     N    0    0    0
    1:41.249    26021     N    0    0    0
    1:42.078    26234     N    0    0    0
    1:42.949    26458     N    0    0    0
    1:43.809    26679     N    0    0    0
    1:44.700    26908     N    0    0    0
    1:45.556    27128     N    0    0    0
    1:46.412    27348     N    0    0    0
    1:47.214    27554     N    0    0    0
    1:48.136    27791     N    0    0    0
    1:49.008    28015     N    0    0    0
    1:49.856    28233     N    0    0    0
    1:50.767    28467     N    0    0    0
    1:51.603    28682     N    0    0    0
    1:52.370    28879     N    0    0    0
    1:53.148    29079     N    0    0    0
    1:54.000    29298     N    0    0    0
    1:54.872    29522     N    0    0    0
    1:55.732    29743     N    0    0    0
    1:56.591    29964     N    0    0    0
    1:57.471    30190     N    0    0    0
    1:58.261    30393     N    0    0    0
    1:59.696    30762     N    0    0    0
    2:00.514    30972     N    0    0    0
    2:01.218    31153     N    0    0    0
    2:02.008    31356     N    0    0    0
    2:02.852    31573     N    0    0    0
    2:03.728    31798     N    0    0    0
    2:04.591    32020     N    0    0    0
    2:05.436    32237     N    0    0    0
    2:06.300    32459     N    0    0    0
    2:07.160    32680     N    0    0    0
    2:08.035    32905     N    0    0    0
    2:08.895    33126     N    0    0    0
    2:09.763    33349     N    0    0    0
    2:10.580    33559     N    0    0    0
    2:11.339    33754     N    0    0    0
    2:12.000    33924     N    0    0    0
    2:12.704    34105     N    0    0    0
    2:13.479    34304     N    0    0    0
    2:14.300    34515     N    0    0    0
    2:15.171    34739     N    0    0    0
    2:16.039    34962     N    0    0    0
    2:16.825    35164     N    0    0    0
    2:17.595    35362     N    0    0    0
    2:18.447    35581     N    0    0    0
    2:19.288    35797     N    0    0    0
    2:20.144    36017     N    0    0    0
    2:21.023    36243     N    0    0    0
    2:21.887    36465     N    0    0    0
    2:22.743    36685     N    0    0    0
    2:23.580    36900     N    0    0    0
    2:24.494    37135     N    0    0    0
    2:25.327    37349     N    0    0    0
    2:26.214    37577     N    0    0    0
    2:27.078    37799     N    0    0    0
