      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.642      165     N    0    0    0
    0:01.362      350     N    0    0    0
    0:02.105      541     N    0    0    0
    0:02.864      736     N    0    0    0
    0:03.611      928     N    0    0    0
    0:04.284     1101     N    0    0    0
    0:04.844     1245     A    0    0    0
    0:05.693     1463     N    0    0    0
    0:06.447     1657     N    0    0    0
    0:07.187     1847     N    0    0    0
    0:07.938     2040     N    0    0    0
    0:08.638     2220     N    0    0    0
    0:09.370     2408     N    0    0    0
    0:10.097     2595     N    0    0    0
    0:10.696     2749     A    0    0    0
    0:11.549     2968     N    0    0    0
    0:12.323     3167     N    0    0    0
    0:13.066     3358     N    0    0    0
    0:13.829     3554     N    0    0    0
    0:14.564     3743     N    0    0    0
    0:15.342     3943     N    0    0    0
    0:16.082     4133     N    0    0    0
    0:16.844     4329     N    0    0    0
    0:17.607     4525     N    0    0    0
    0:18.358     4718     N    0    0    0
    0:19.125     4915     N    0    0    0
    0:19.864     5105     N    0    0    0
    0:20.642     5305     N    0    0    0
    0:21.397     5499     N    0    0    0
    0:22.093     5678     N    0    0    0
    0:22.852     5873     N    0    0    0
    0:23.553     6053     N    0    0    0
    0:24.300     6245     N    0    0    0
    0:25.019     6430     N    0    0    0
    0:25.755     6619     N    0    0    0
    0:26.475     6804     N    0    0    0
    0:27.257     7005     N    0    0    0
    0:27.992     7194     N    0    0    0
    0:28.735     7385     N    0    0    0
    0:29.467     7573     N    0    0    0
    0:30.191     7759     N    0    0    0
    0:30.961     7957     N    0    0    0
    0:31.677     8141     N    0    0    0
    0:32.424     8333     N    0    0    0
    0:33.140     8517     N    0    0    0
    0:33.918     8717     N    0    0    0
    0:34.607     8894     N    0    0    0
    0:35.393     9096     N    0    0    0
    0:36.148     9290     N    0    0    0
    0:36.895     9482     N    0    0    0
    0:37.646     9675     N    0    0    0
    0:38.377     9863     N    0    0    0
    0:39.128    10056     N    0    0    0
    0:39.860    10244     N    0    0    0
    0:40.599    10434     N    0    0    0
    0:41.311    10617     N    0    0    0
    0:42.062    10810     N    0    0    0
    0:42.786    10996     N    0    0    0
    0:43.510    11182     N    0    0    0
    0:44.249    11372     N    0    0    0
    0:44.984    11561     N    0    0    0
    0:45.720    11750     N    0    0    0
    0:46.432    11933     N    0    0    0
    0:47.179    12125     N    0    0    0
    0:47.903    12311     N    0    0    0
    0:48.638    12500     N    0    0    0
    0:49.370    12688     N    0    0    0
    0:50.105    12877     N    0    0    0
    0:50.844    13067     N    0    0    0
    0:51.541    13246     N    0    0    0
    0:52.288    13438     N    0    0    0
    0:52.984    13617     N    0    0    0
    0:53.755    13815     N    0    0    0
    0:54.447    13993     N    0    0    0
    0:55.195    14185     N    0    0    0
    0:55.903    14367     N    0    0    0
    0:56.638    14556     N    0    0    0
    0:57.354    14740     N    0    0    0
    0:58.039    14916     N    0    0    0
    0:58.778    15106     N    0    0    0
    0:59.471    15284     N    0    0    0
    1:00.198    15471     N    0    0    0
    1:00.903    15652     N    0    0    0
    1:01.646    15843     N    0    0    0
    1:02.339    16021     N    0    0    0
