      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.206       53     N    0    0    0
    0:00.661      170     V    0    0    0
    0:01.510      388     N    0    0    0
    0:01.977      508     V    0    0    0
    0:02.802      720     N    0    0    0
    0:03.265      839     V    0    0    0
    0:04.101     1054     N    0    0    0
    0:04.549     1169     V    0    0    0
    0:05.385     1384     N    0    0    0
    0:05.829     1498     V    0    0    0
    0:06.661     1712     N    0    0    0
    0:07.109     1827     V    0    0    0
    0:07.934     2039     N    0    0    0
    0:08.381     2154     V    0    0    0
    0:09.202     2365     N    0    0    0
    0:09.646     2479     V    0    0    0
    0:10.494     2697     N    0    0    0
    0:10.938     2811     V    0    0    0
    0:11.778     3027     N    0    0    0
    0:12.222     3141     V    0    0    0
    0:13.105     3368     N    0    0    0
    0:13.556     3484     V    0    0    0
    0:14.432     3709     N    0    0    0
    0:14.895     3828     V    0    0    0
    0:15.805     4062     N    0    0    0
    0:16.206     4165     V    0    0    0
    0:17.160     4410     N    0    0    0
    0:17.607     4525     V    0    0    0
    0:18.518     4759     N    0    0    0
    0:18.977     4877     V    0    0    0
    0:19.856     5103     N    0    0    0
    0:20.307     5219     V    0    0    0
    0:21.187     5445     N    0    0    0
    0:21.638     5561     V    0    0    0
    0:22.599     5808     N    0    0    0
    0:23.054     5925     V    0    0    0
    0:24.004     6169     N    0    0    0
    0:24.455     6285     V    0    0    0
    0:25.428     6535     N    0    0    0
    0:25.883     6652     V    0    0    0
    0:26.821     6893     N    0    0    0
    0:27.276     7010     V    0    0    0
    0:28.202     7248     N    0    0    0
    0:28.650     7363     V    0    0    0
    0:29.595     7606     N    0    0    0
    0:30.051     7723     V    0    0    0
    0:31.016     7971     N    0    0    0
    0:31.463     8086     V    0    0    0
    0:32.444     8338     N    0    0    0
    0:32.903     8456     V    0    0    0
    0:33.957     8727     N    0    0    0
    0:34.412     8844     V    0    0    0
    0:35.475     9117     N    0    0    0
    0:35.930     9234     V    0    0    0
    0:36.981     9504     N    0    0    0
    0:37.447     9624     V    0    0    0
    0:38.510     9897     N    0    0    0
    0:38.965    10014     V    0    0    0
    0:39.984    10276     N    0    0    0
    0:40.440    10393     V    0    0    0
    0:41.471    10658     N    0    0    0
    0:41.934    10777     V    0    0    0
    0:42.961    11041     N    0    0    0
    0:43.424    11160     V    0    0    0
    0:44.455    11425     N    0    0    0
    0:44.907    11541     V    0    0    0
    0:45.930    11804     N    0    0    0
    0:46.393    11923     V    0    0    0
    0:47.424    12188     N    0    0    0
    0:47.879    12305     V    0    0    0
    0:48.864    12558     N    0    0    0
    0:49.327    12677     V    0    0    0
    0:50.370    12945     N    0    0    0
    0:50.837    13065     V    0    0    0
    0:51.895    13337     N    0    0    0
    0:52.358    13456     V    0    0    0
    0:53.428    13731     N    0    0    0
    0:53.899    13852     V    0    0    0
    0:54.961    14125     N    0    0    0
