      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.214       55     N    0    0    0
    0:00.965      248     N    0    0    0
    0:01.837      472     N    0    0    0
    0:02.700      694     N    0    0    0
    0:03.518      904     N    0    0    0
    0:04.292     1103     N    0    0    0
    0:05.066     1302     N    0    0    0
    0:05.840     1501     N    0    0    0
    0:06.619     1701     N    0    0    0
    0:07.381     1897     N    0    0    0
    0:08.140     2092     N    0    0    0
    0:08.860     2277     N    0    0    0
    0:09.572     2460     N    0    0    0
    0:10.272     2640     N    0    0    0
    0:11.039     2837     N    0    0    0
    0:11.767     3024     N    0    0    0
    0:12.506     3214     N    0    0    0
    0:13.261     3408     N    0    0    0
    0:14.004     3599     N    0    0    0
    0:14.747     3790     N    0    0    0
    0:15.490     3981     N    0    0    0
    0:16.226     4170     N    0    0    0
    0:16.965     4360     N    0    0    0
    0:17.693     4547     N    0    0    0
    0:18.424     4735     N    0    0    0
    0:19.163     4925     N    0    0    0
    0:19.903     5115     N    0    0    0
    0:20.642     5305     N    0    0    0
    0:21.377     5494     N    0    0    0
    0:22.113     5683     N    0    0    0
    0:22.860     5875     N    0    0    0
    0:23.603     6066     N    0    0    0
    0:24.354     6259     N    0    0    0
    0:25.093     6449     N    0    0    0
    0:25.840     6641     N    0    0    0
    0:26.595     6835     N    0    0    0
    0:27.354     7030     N    0    0    0
    0:28.109     7224     N    0    0    0
    0:28.864     7418     N    0    0    0
    0:29.623     7613     N    0    0    0
    0:30.374     7806     N    0    0    0
    0:31.125     7999     N    0    0    0
    0:31.872     8191     N    0    0    0
    0:32.619     8383     N    0    0    0
    0:33.374     8577     N    0    0    0
    0:34.125     8770     N    0    0    0
    0:34.872     8962     N    0    0    0
    0:35.615     9153     N    0    0    0
    0:36.358     9344     N    0    0    0
    0:37.105     9536     N    0    0    0
    0:37.848     9727     N    0    0    0
    0:38.588     9917     N    0    0    0
    0:39.272    10093     N    0    0    0
    0:39.996    10279     N    0    0    0
    0:40.883    10507     N    0    0    0
    0:41.755    10731     N    0    0    0
    0:42.638    10958     N    0    0    0
    0:43.401    11154     N    0    0    0
    0:44.132    11342     N    0    0    0
    0:44.852    11527     N    0    0    0
    0:45.556    11708     N    0    0    0
    0:46.619    11981     N    0    0    0
    0:47.514    12211     N    0    0    0
    0:48.280    12408     N    0    0    0
    0:49.012    12596     N    0    0    0
    0:49.708    12775     N    0    0    0
    0:50.798    13055     N    0    0    0
    0:51.693    13285     N    0    0    0
    0:52.467    13484     N    0    0    0
    0:53.198    13672     N    0    0    0
    0:53.907    13854     N    0    0    0
    0:54.607    14034     N    0    0    0
    0:55.319    14217     N    0    0    0
    0:56.385    14491     N    0    0    0
    0:57.284    14722     N    0    0    0
    0:58.089    14929     N    0    0    0
    0:58.844    15123     N    0    0    0
    0:59.595    15316     N    0    0    0
    1:00.342    15508     N    0    0    0
    1:01.432    15788     N    0    0    0
    1:03.160    16232     N    0    0    0
    1:04.661    16618     N    0    0    0
    1:06.082    16983     N    0    0    0
    1:07.206    17272     N    0    0    0
    1:08.856    17696     N    0    0    0
    1:10.335    18076     N    0    0    0
    1:12.039    18514     n    0    0    0
    1:13.630    18923     N    0    0    0
    1:15.175    19320     N    0    0    0
    1:16.716    19716     N    0    0    0
    1:18.276    20117     N    0    0    0
    1:19.844    20520     N    0    0    0
