      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.121       31     N    0    0    0
    0:01.058      272     N    0    0    0
    0:02.004      515     N    0    0    0
    0:02.953      759     N    0    0    0
    0:03.891     1000     N    0    0    0
    0:04.840     1244     N    0    0    0
    0:05.747     1477     N    0    0    0
    0:06.658     1711     N    0    0    0
    0:07.537     1937     N    0    0    0
    0:08.405     2160     N    0    0    0
    0:09.241     2375     N    0    0    0
    0:10.070     2588     N    0    0    0
    0:10.907     2803     N    0    0    0
    0:11.790     3030     N    0    0    0
    0:12.642     3249     N    0    0    0
    0:13.502     3470     N    0    0    0
    0:14.362     3691     N    0    0    0
    0:15.226     3913     N    0    0    0
    0:16.078     4132     N    0    0    0
    0:16.930     4351     N    0    0    0
    0:17.786     4571     N    0    0    0
    0:18.642     4791     N    0    0    0
    0:19.494     5010     N    0    0    0
    0:20.362     5233     N    0    0    0
    0:21.222     5454     N    0    0    0
    0:22.089     5677     N    0    0    0
    0:22.984     5907     N    0    0    0
    0:23.911     6145     N    0    0    0
    0:24.693     6346     V    0    0    0
    0:25.794     6629     N    0    0    0
    0:26.728     6869     N    0    0    0
    0:27.661     7109     N    0    0    0
    0:28.603     7351     N    0    0    0
    0:29.537     7591     N    0    0    0
    0:30.471     7831     N    0    0    0
    0:31.393     8068     N    0    0    0
    0:32.300     8301     N    0    0    0
    0:33.214     8536     N    0    0    0
    0:34.132     8772     N    0    0    0
    0:35.062     9011     N    0    0    0
    0:35.981     9247     N    0    0    0
    0:36.907     9485     N    0    0    0
    0:37.864     9731     N    0    0    0
    0:38.833     9980     N    0    0    0
    0:39.782    10224     N    0    0    0
    0:40.720    10465     N    0    0    0
    0:41.681    10712     N    0    0    0
    0:42.650    10961     N    0    0    0
    0:43.623    11211     N    0    0    0
    0:44.591    11460     N    0    0    0
    0:45.545    11705     N    0    0    0
    0:46.482    11946     N    0    0    0
    0:47.409    12184     N    0    0    0
    0:48.304    12414     N    0    0    0
    0:49.226    12651     N    0    0    0
    0:50.125    12882     N    0    0    0
    0:50.988    13104     N    0    0    0
    0:51.875    13332     N    0    0    0
    0:52.755    13558     N    0    0    0
    0:53.611    13778     N    0    0    0
    0:54.463    13997     N    0    0    0
    0:55.300    14212     N    0    0    0
    0:56.132    14426     N    0    0    0
    0:56.957    14638     N    0    0    0
    0:57.790    14852     N    0    0    0
    0:58.611    15063     N    0    0    0
    0:59.459    15281     N    0    0    0
    1:00.280    15492     N    0    0    0
    1:01.121    15708     N    0    0    0
    1:01.977    15928     N    0    0    0
    1:02.813    16143     N    0    0    0
    1:03.638    16355     N    0    0    0
    1:04.479    16571     N    0    0    0
    1:05.331    16790     N    0    0    0
    1:06.191    17011     N    0    0    0
    1:07.074    17238     N    0    0    0
    1:07.953    17464     N    0    0    0
    1:08.844    17693     N    0    0    0
    1:09.732    17921     N    0    0    0
    1:10.638    18154     N    0    0    0
    1:11.560    18391     N    0    0    0
    1:12.490    18630     N    0    0    0
    1:13.424    18870     N    0    0    0
    1:14.342    19106     N    0    0    0
    1:15.261    19342     N    0    0    0
    1:16.191    19581     N    0    0    0
    1:17.121    19820     N    0    0    0
    1:18.062    20062     N    0    0    0
    1:18.992    20301     N    0    0    0
    1:19.907    20536     N    0    0    0
    1:20.802    20766     N    0    0    0
    1:21.685    20993     N    0    0    0
    1:22.584    21224     N    0    0    0
    1:23.479    21454     N    0    0    0
    1:24.370    21683     N    0    0    0
    1:25.253    21910     N    0    0    0
    1:25.988    22099     V    0    0    0
    1:27.082    22380     N    0    0    0
    1:27.992    22614     N    0    0    0
    1:28.891    22845     N    0    0    0
    1:29.798    23078     N    0    0    0
    1:30.708    23312     N    0    0    0
    1:31.619    23546     N    0    0    0
    1:32.529    23780     N    0    0    0
    1:33.428    24011     N    0    0    0
    1:34.335    24244     N    0    0    0
    1:35.222    24472     N    0    0    0
    1:36.097    24697     N    0    0    0
    1:36.949    24916     N    0    0    0
    1:37.840    25145     N    0    0    0
    1:38.708    25368     N    0    0    0
    1:39.588    25594     N    0    0    0
    1:40.502    25829     N    0    0    0
    1:41.405    26061     N    0    0    0
    1:42.323    26297     N    0    0    0
    1:43.276    26542     N    0    0    0
    1:44.241    26790     N    0    0    0
    1:45.183    27032     N    0    0    0
    1:46.125    27274     N    0    0    0
    1:47.101    27525     N    0    0    0
    1:48.066    27773     N    0    0    0
    1:49.004    28014     N    0    0    0
    1:49.973    28263     N    0    0    0
    1:50.953    28515     N    0    0    0
    1:51.914    28762     N    0    0    0
    1:52.872    29008     N    0    0    0
    1:53.864    29263     N    0    0    0
    1:54.875    29523     N    0    0    0
    1:55.879    29781     N    0    0    0
    1:56.868    30035     N    0    0    0
    1:57.875    30294     N    0    0    0
    1:58.887    30554     N    0    0    0
