      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.848      218     N    0    0    0
    0:01.350      347     V    0    0    0
    0:01.988      511     N    0    0    0
    0:02.969      763     N    0    0    0
    0:04.058     1043     N    0    0    0
    0:05.163     1327     N    0    0    0
    0:05.677     1459     V    0    0    0
    0:06.311     1622     N    0    0    0
    0:07.257     1865     N    0    0    0
    0:08.335     2142     N    0    0    0
    0:09.412     2419     N    0    0    0
    0:09.934     2553     V    0    0    0
    0:10.576     2718     N    0    0    0
    0:11.514     2959     N    0    0    0
    0:12.584     3234     N    0    0    0
    0:13.105     3368     V    0    0    0
    0:13.743     3532     N    0    0    0
    0:14.704     3779     N    0    0    0
    0:15.786     4057     N    0    0    0
    0:16.292     4187     V    0    0    0
    0:16.953     4357     N    0    0    0
    0:17.969     4618     N    0    0    0
    0:19.023     4889     N    0    0    0
    0:20.097     5165     N    0    0    0
    0:21.163     5439     N    0    0    0
    0:21.661     5567     V    0    0    0
    0:22.288     5728     N    0    0    0
    0:23.210     5965     N    0    0    0
    0:24.241     6230     N    0    0    0
    0:25.300     6502     N    0    0    0
    0:26.342     6770     N    0    0    0
    0:26.837     6897     V    0    0    0
    0:27.486     7064     N    0    0    0
    0:28.440     7309     N    0    0    0
    0:29.537     7591     N    0    0    0
    0:30.615     7868     N    0    0    0
    0:31.693     8145     N    0    0    0
    0:32.782     8425     N    0    0    0
    0:33.875     8706     N    0    0    0
    0:34.914     8973     N    0    0    0
    0:35.405     9099     V    0    0    0
    0:36.039     9262     N    0    0    0
    0:37.004     9510     N    0    0    0
    0:38.054     9780     N    0    0    0
    0:38.549     9907     V    0    0    0
    0:39.191    10072     N    0    0    0
    0:40.125    10312     N    0    0    0
    0:41.195    10587     N    0    0    0
    0:42.268    10863     N    0    0    0
    0:42.759    10989     V    0    0    0
    0:43.401    11154     N    0    0    0
    0:44.342    11396     N    0    0    0
    0:45.370    11660     N    0    0    0
    0:45.887    11793     V    0    0    0
    0:46.514    11954     N    0    0    0
    0:47.362    12172     N    0    0    0
    0:48.346    12425     N    0    0    0
    0:49.358    12685     N    0    0    0
    0:50.420    12958     N    0    0    0
    0:51.447    13222     N    0    0    0
    0:52.521    13498     N    0    0    0
    0:53.623    13781     N    0    0    0
    0:54.708    14060     N    0    0    0
    0:55.790    14338     N    0    0    0
    0:56.899    14623     N    0    0    0
    0:58.008    14908     N    0    0    0
    0:59.047    15175     N    0    0    0
    1:00.109    15448     N    0    0    0
    1:01.179    15723     N    0    0    0
    1:02.249    15998     N    0    0    0
    1:03.292    16266     N    0    0    0
    1:04.381    16546     N    0    0    0
    1:05.506    16835     N    0    0    0
    1:06.634    17125     N    0    0    0
    1:07.708    17401     N    0    0    0
    1:08.786    17678     N    0    0    0
    1:09.875    17958     N    0    0    0
    1:10.949    18234     N    0    0    0
    1:11.996    18503     N    0    0    0
    1:13.027    18768     N    0    0    0
    1:14.066    19035     N    0    0    0
    1:15.113    19304     N    0    0    0
    1:16.132    19566     N    0    0    0
    1:17.171    19833     N    0    0    0
    1:18.210    20100     N    0    0    0
    1:19.233    20363     N    0    0    0
    1:20.198    20611     N    0    0    0
    1:20.704    20741     V    0    0    0
    1:21.323    20900     N    0    0    0
    1:22.160    21115     N    0    0    0
    1:23.167    21374     N    0    0    0
    1:24.148    21626     N    0    0    0
    1:24.650    21755     V    0    0    0
    1:25.276    21916     N    0    0    0
    1:26.148    22140     N    0    0    0
    1:27.202    22411     N    0    0    0
    1:28.280    22688     N    0    0    0
    1:29.327    22957     N    0    0    0
    1:30.409    23235     N    0    0    0
    1:31.518    23520     N    0    0    0
    1:32.619    23803     N    0    0    0
    1:33.693    24079     N    0    0    0
    1:34.809    24366     N    0    0    0
    1:35.922    24652     N    0    0    0
    1:37.031    24937     N    0    0    0
    1:38.086    25208     N    0    0    0
    1:39.148    25481     N    0    0    0
    1:40.222    25757     N    0    0    0
    1:41.280    26029     N    0    0    0
    1:42.339    26301     N    0    0    0
    1:43.416    26578     N    0    0    0
    1:44.514    26860     N    0    0    0
    1:45.560    27129     N    0    0    0
    1:46.615    27400     N    0    0    0
    1:47.665    27670     N    0    0    0
    1:48.732    27944     N    0    0    0
    1:49.782    28214     N    0    0    0
    1:50.276    28341     V    0    0    0
    1:50.914    28505     N    0    0    0
    1:51.856    28747     N    0    0    0
    1:52.938    29025     N    0    0    0
    1:54.012    29301     N    0    0    0
    1:55.039    29565     N    0    0    0
    1:55.549    29696     V    0    0    0
    1:56.187    29860     N    0    0    0
    1:57.117    30099     N    0    0    0
    1:58.144    30363     N    0    0    0
    1:59.179    30629     N    0    0    0
    2:00.257    30906     N    0    0    0
    2:01.354    31188     N    0    0    0
    2:02.432    31465     N    0    0    0
    2:02.926    31592     V    0    0    0
    2:03.572    31758     N    0    0    0
    2:04.537    32006     N    0    0    0
    2:05.642    32290     N    0    0    0
    2:06.743    32573     N    0    0    0
    2:07.241    32701     V    0    0    0
    2:07.883    32866     N    0    0    0
    2:08.891    33125     N    0    0    0
    2:09.988    33407     N    0    0    0
    2:10.494    33537     V    0    0    0
    2:11.144    33704     N    0    0    0
    2:12.132    33958     N    0    0    0
    2:13.226    34239     N    0    0    0
    2:13.751    34374     V    0    0    0
    2:14.401    34541     N    0    0    0
    2:15.397    34797     N    0    0    0
    2:16.486    35077     N    0    0    0
    2:17.000    35209     V    0    0    0
    2:17.642    35374     N    0    0    0
    2:18.630    35628     N    0    0    0
    2:19.689    35900     N    0    0    0
    2:20.763    36176     N    0    0    0
    2:21.817    36447     N    0    0    0
    2:22.323    36577     V    0    0    0
    2:22.953    36739     N    0    0    0
    2:23.914    36986     N    0    0    0
    2:24.930    37247     N    0    0    0
    2:25.965    37513     N    0    0    0
    2:27.019    37784     N    0    0    0
    2:28.097    38061     N    0    0    0
    2:29.144    38330     N    0    0    0
    2:29.638    38457     V    0    0    0
    2:30.272    38620     N    0    0    0
    2:31.206    38860     N    0    0    0
    2:32.265    39132     N    0    0    0
    2:32.763    39260     V    0    0    0
    2:33.393    39422     N    0    0    0
    2:34.335    39664     N    0    0    0
    2:35.389    39935     N    0    0    0
    2:36.455    40209     N    0    0    0
    2:37.482    40473     N    0    0    0
    2:37.981    40601     V    0    0    0
    2:38.638    40770     N    0    0    0
    2:39.611    41020     N    0    0    0
    2:40.700    41300     N    0    0    0
    2:41.774    41576     N    0    0    0
    2:42.899    41865     N    0    0    0
    2:44.031    42156     N    0    0    0
    2:45.140    42441     N    0    0    0
    2:46.237    42723     N    0    0    0
    2:47.366    43013     N    0    0    0
    2:48.506    43306     N    0    0    0
    2:49.634    43596     N    0    0    0
    2:50.720    43875     N    0    0    0
    2:51.825    44159     N    0    0    0
    2:52.938    44445     N    0    0    0
    2:54.023    44724     N    0    0    0
    2:55.074    44994     N    0    0    0
    2:56.136    45267     N    0    0    0
    2:57.195    45539     N    0    0    0
    2:58.210    45800     N    0    0    0
    2:58.704    45927     V    0    0    0
    2:59.339    46090     N    0    0    0
    3:00.241    46322     N    0    0    0
    3:01.276    46588     N    0    0    0
    3:02.304    46852     N    0    0    0
    3:02.802    46980     V    0    0    0
    3:03.432    47142     N    0    0    0
    3:04.339    47375     N    0    0    0
    3:05.374    47641     N    0    0    0
    3:06.409    47907     N    0    0    0
    3:06.903    48034     V    0    0    0
    3:07.533    48196     N    0    0    0
    3:08.428    48426     N    0    0    0
    3:09.475    48695     N    0    0    0
    3:10.549    48971     N    0    0    0
    3:11.576    49235     N    0    0    0
    3:12.074    49363     V    0    0    0
    3:12.708    49526     N    0    0    0
    3:13.665    49772     N    0    0    0
    3:14.712    50041     N    0    0    0
    3:15.708    50297     N    0    0    0
    3:16.214    50427     V    0    0    0
    3:16.852    50591     N    0    0    0
    3:17.759    50824     N    0    0    0
    3:18.821    51097     N    0    0    0
    3:19.860    51364     N    0    0    0
    3:20.942    51642     N    0    0    0
    3:22.058    51929     N    0    0    0
    3:23.163    52213     N    0    0    0
    3:24.230    52487     N    0    0    0
    3:25.323    52768     N    0    0    0
    3:26.428    53052     N    0    0    0
    3:27.525    53334     N    0    0    0
    3:28.580    53605     N    0    0    0
    3:29.650    53880     N    0    0    0
    3:30.743    54161     N    0    0    0
    3:31.833    54441     N    0    0    0
    3:32.891    54713     N    0    0    0
    3:33.946    54984     N    0    0    0
    3:35.008    55257     N    0    0    0
    3:36.074    55531     N    0    0    0
