      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.401      103     N    0    0    0
    0:00.860      221     V    0    0    0
    0:01.868      480     N    0    0    0
    0:02.335      600     V    0    0    0
    0:03.354      862     N    0    0    0
    0:03.817      981     V    0    0    0
    0:04.825     1240     N    0    0    0
    0:05.292     1360     V    0    0    0
    0:06.315     1623     N    0    0    0
    0:06.778     1742     V    0    0    0
    0:07.802     2005     N    0    0    0
    0:08.257     2122     V    0    0    0
    0:09.268     2382     N    0    0    0
    0:09.735     2502     V    0    0    0
    0:10.763     2766     N    0    0    0
    0:11.226     2885     V    0    0    0
    0:12.183     3131     N    0    0    0
    0:12.646     3250     V    0    0    0
    0:13.560     3485     N    0    0    0
    0:14.035     3607     V    0    0    0
    0:15.027     3862     N    0    0    0
    0:15.494     3982     V    0    0    0
    0:16.564     4257     N    0    0    0
    0:17.027     4376     V    0    0    0
    0:18.183     4673     N    0    0    0
    0:18.638     4790     V    0    0    0
    0:19.798     5088     N    0    0    0
    0:20.257     5206     V    0    0    0
    0:21.370     5492     N    0    0    0
    0:21.829     5610     V    0    0    0
    0:22.879     5880     N    0    0    0
    0:23.339     5998     V    0    0    0
    0:24.393     6269     N    0    0    0
    0:24.852     6387     V    0    0    0
    0:25.918     6661     N    0    0    0
    0:26.370     6777     V    0    0    0
    0:27.374     7035     N    0    0    0
    0:27.833     7153     V    0    0    0
    0:28.813     7405     N    0    0    0
    0:29.272     7523     V    0    0    0
    0:30.245     7773     N    0    0    0
    0:30.708     7892     V    0    0    0
    0:31.767     8164     N    0    0    0
    0:32.222     8281     V    0    0    0
    0:33.311     8561     N    0    0    0
    0:33.763     8677     V    0    0    0
    0:34.883     8965     N    0    0    0
    0:35.342     9083     V    0    0    0
    0:36.482     9376     N    0    0    0
    0:36.934     9492     V    0    0    0
    0:38.004     9767     N    0    0    0
    0:38.459     9884     V    0    0    0
    0:39.510    10154     N    0    0    0
    0:39.965    10271     V    0    0    0
    0:41.016    10541     N    0    0    0
    0:41.467    10657     V    0    0    0
    0:42.502    10923     N    0    0    0
    0:42.961    11041     V    0    0    0
    0:43.981    11303     N    0    0    0
    0:44.436    11420     V    0    0    0
    0:45.401    11668     N    0    0    0
    0:45.864    11787     V    0    0    0
    0:46.805    12029     N    0    0    0
    0:47.265    12147     V    0    0    0
    0:48.179    12382     N    0    0    0
    0:48.642    12501     V    0    0    0
    0:49.615    12751     N    0    0    0
    0:50.078    12870     V    0    0    0
    0:51.078    13127     N    0    0    0
    0:51.533    13244     V    0    0    0
    0:52.514    13496     N    0    0    0
    0:52.977    13615     V    0    0    0
    0:53.926    13859     N    0    0    0
    0:54.385    13977     V    0    0    0
    0:55.300    14212     N    0    0    0
    0:55.763    14331     V    0    0    0
    0:56.673    14565     N    0    0    0
    0:57.132    14683     V    0    0    0
    0:57.996    14905     N    0    0    0
    0:58.463    15025     V    0    0    0
    0:59.265    15231     N    0    0    0
    0:59.743    15354     V    0    0    0
    1:00.514    15552     N    0    0    0
    1:00.984    15673     V    0    0    0
    1:01.739    15867     N    0    0    0
    1:02.218    15990     V    0    0    0
    1:02.984    16187     N    0    0    0
    1:03.455    16308     V    0    0    0
    1:04.233    16508     N    0    0    0
    1:04.704    16629     V    0    0    0
    1:05.518    16838     N    0    0    0
    1:05.984    16958     V    0    0    0
    1:06.864    17184     N    0    0    0
    1:07.323    17302     V    0    0    0
    1:08.210    17530     N    0    0    0
    1:08.673    17649     V    0    0    0
    1:09.560    17877     N    0    0    0
    1:10.023    17996     V    0    0    0
    1:10.883    18217     N    0    0    0
    1:11.350    18337     V    0    0    0
    1:12.230    18563     N    0    0    0
    1:12.693    18682     V    0    0    0
    1:13.595    18914     N    0    0    0
    1:14.058    19033     V    0    0    0
    1:14.992    19273     N    0    0    0
    1:15.459    19393     V    0    0    0
    1:16.447    19647     N    0    0    0
    1:16.907    19765     V    0    0    0
    1:17.907    20022     N    0    0    0
    1:18.370    20141     V    0    0    0
    1:19.393    20404     N    0    0    0
    1:19.852    20522     V    0    0    0
    1:20.875    20785     N    0    0    0
    1:21.335    20903     V    0    0    0
    1:22.323    21157     N    0    0    0
    1:22.794    21278     V    0    0    0
    1:23.759    21526     N    0    0    0
    1:24.230    21647     V    0    0    0
