      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.167       43     N    0    0    0
    0:00.591      152     V    0    0    0
    0:01.261      324     N    0    0    0
    0:01.802      463     N    0    0    0
    0:02.346      603     N    0    0    0
    0:02.767      711     V    0    0    0
    0:03.140      807     V    0    0    0
    0:03.525      906     V    0    0    0
    0:04.447     1143     N    0    0    0
    0:04.848     1246     V    0    0    0
    0:05.564     1430     N    0    0    0
    0:05.977     1536     V    0    0    0
    0:06.630     1704     N    0    0    0
    0:07.160     1840     N    0    0    0
    0:07.689     1976     N    0    0    0
    0:08.097     2081     V    0    0    0
    0:08.471     2177     V    0    0    0
    0:09.346     2402     N    0    0    0
    0:09.887     2541     N    0    0    0
    0:10.428     2680     N    0    0    0
    0:10.840     2786     V    0    0    0
    0:11.226     2885     V    0    0    0
    0:12.128     3117     N    0    0    0
    0:12.537     3222     V    0    0    0
    0:13.257     3407     N    0    0    0
    0:13.805     3548     N    0    0    0
    0:14.354     3689     N    0    0    0
    0:14.763     3794     V    0    0    0
    0:15.125     3887     V    0    0    0
    0:16.019     4117     N    0    0    0
    0:16.447     4227     V    0    0    0
    0:17.093     4393     N    0    0    0
    0:17.638     4533     N    0    0    0
    0:18.175     4671     N    0    0    0
    0:18.595     4779     V    0    0    0
    0:19.268     4952     N    0    0    0
    0:19.802     5089     N    0    0    0
    0:20.350     5230     N    0    0    0
    0:20.794     5344     V    0    0    0
    0:21.140     5433     V    0    0    0
    0:22.093     5678     N    0    0    0
    0:22.533     5791     V    0    0    0
    0:23.237     5972     N    0    0    0
    0:23.809     6119     N    0    0    0
    0:24.358     6260     N    0    0    0
    0:24.782     6369     V    0    0    0
    0:25.564     6570     N    0    0    0
    0:25.973     6675     V    0    0    0
    0:26.700     6862     N    0    0    0
    0:27.292     7014     N    0    0    0
    0:27.844     7156     N    0    0    0
    0:28.241     7258     V    0    0    0
    0:28.607     7352     V    0    0    0
    0:29.459     7571     N    0    0    0
    0:30.035     7719     N    0    0    0
    0:30.549     7851     N    0    0    0
    0:31.078     7987     N    0    0    0
    0:31.603     8122     N    0    0    0
    0:32.121     8255     N    0    0    0
    0:32.646     8390     N    0    0    0
    0:33.160     8522     N    0    0    0
    0:33.677     8655     N    0    0    0
    0:34.206     8791     N    0    0    0
    0:34.751     8931     N    0    0    0
    0:35.191     9044     V    0    0    0
    0:35.537     9133     V    0    0    0
    0:36.393     9353     N    0    0    0
    0:36.938     9493     N    0    0    0
    0:37.482     9633     N    0    0    0
    0:37.899     9740     V    0    0    0
    0:38.576     9914     N    0    0    0
    0:38.988    10020     V    0    0    0
    0:39.658    10192     N    0    0    0
    0:40.179    10326     N    0    0    0
    0:40.708    10462     N    0    0    0
    0:41.113    10566     V    0    0    0
    0:41.463    10656     V    0    0    0
    0:42.280    10866     N    0    0    0
    0:42.735    10983     V    0    0    0
    0:43.323    11134     N    0    0    0
    0:43.840    11267     N    0    0    0
    0:44.358    11400     N    0    0    0
    0:44.735    11497     V    0    0    0
    0:45.420    11673     N    0    0    0
    0:45.829    11778     V    0    0    0
    0:46.479    11945     N    0    0    0
    0:46.911    12056     V    0    0    0
    0:47.541    12218     N    0    0    0
    0:47.965    12327     V    0    0    0
    0:48.607    12492     N    0    0    0
    0:49.035    12602     V    0    0    0
    0:49.689    12770     N    0    0    0
    0:50.086    12872     V    0    0    0
    0:50.767    13047     N    0    0    0
    0:51.198    13158     V    0    0    0
    0:51.856    13327     N    0    0    0
    0:52.253    13429     V    0    0    0
    0:52.934    13604     N    0    0    0
    0:53.311    13701     V    0    0    0
    0:53.992    13876     N    0    0    0
    0:54.412    13984     V    0    0    0
    0:55.031    14143     N    0    0    0
    0:55.549    14276     N    0    0    0
    0:55.938    14376     V    0    0    0
    0:56.300    14469     V    0    0    0
    0:57.117    14679     N    0    0    0
    0:57.588    14800     V    0    0    0
    0:58.148    14944     N    0    0    0
    0:58.521    15040     V    0    0    0
    0:58.864    15128     V    0    0    0
    0:59.685    15339     N    0    0    0
    1:00.089    15443     V    0    0    0
    1:00.716    15604     N    0    0    0
    1:01.226    15735     N    0    0    0
    1:01.724    15863     N    0    0    0
    1:02.222    15991     N    0    0    0
    1:02.720    16119     N    0    0    0
    1:03.214    16246     N    0    0    0
    1:03.712    16374     N    0    0    0
    1:04.198    16499     N    0    0    0
    1:04.689    16625     N    0    0    0
    1:05.086    16727     V    0    0    0
    1:05.424    16814     V    0    0    0
    1:06.183    17009     N    0    0    0
    1:06.576    17110     V    0    0    0
    1:07.179    17265     N    0    0    0
    1:07.665    17390     N    0    0    0
    1:08.148    17514     N    0    0    0
    1:08.634    17639     N    0    0    0
    1:09.113    17762     N    0    0    0
    1:09.568    17879     N    0    0    0
    1:10.078    18010     N    0    0    0
    1:10.463    18109     V    0    0    0
    1:11.047    18259     N    0    0    0
    1:11.506    18377     V    0    0    0
    1:12.023    18510     N    0    0    0
    1:12.393    18605     V    0    0    0
    1:12.728    18691     V    0    0    0
    1:13.502    18890     N    0    0    0
    1:13.988    19015     N    0    0    0
    1:14.475    19140     N    0    0    0
    1:14.949    19262     N    0    0    0
    1:15.432    19386     N    0    0    0
    1:15.911    19509     N    0    0    0
    1:16.381    19630     N    0    0    0
    1:16.778    19732     V    0    0    0
    1:17.342    19877     N    0    0    0
    1:17.817    19999     N    0    0    0
    1:18.296    20122     N    0    0    0
    1:18.767    20243     N    0    0    0
    1:19.241    20365     N    0    0    0
    1:19.623    20463     V    0    0    0
    1:19.957    20549     V    0    0    0
    1:20.696    20739     N    0    0    0
    1:21.070    20835     V    0    0    0
    1:21.677    20991     N    0    0    0
    1:22.070    21092     V    0    0    0
    1:22.642    21239     N    0    0    0
    1:23.086    21353     V    0    0    0
    1:23.603    21486     N    0    0    0
    1:24.035    21597     V    0    0    0
    1:24.541    21727     N    0    0    0
    1:25.008    21847     N    0    0    0
    1:25.471    21966     N    0    0    0
    1:25.930    22084     N    0    0    0
    1:26.409    22207     N    0    0    0
    1:26.891    22331     N    0    0    0
    1:27.358    22451     N    0    0    0
    1:27.829    22572     N    0    0    0
    1:28.300    22693     N    0    0    0
    1:28.774    22815     N    0    0    0
    1:29.253    22938     N    0    0    0
    1:29.634    23036     V    0    0    0
    1:30.183    23177     N    0    0    0
    1:30.549    23271     V    0    0    0
    1:31.156    23427     N    0    0    0
    1:31.510    23518     V    0    0    0
    1:32.086    23666     N    0    0    0
    1:32.486    23769     V    0    0    0
    1:33.027    23908     N    0    0    0
    1:33.389    24001     V    0    0    0
    1:33.961    24148     N    0    0    0
    1:34.412    24264     N    0    0    0
    1:34.868    24381     N    0    0    0
    1:35.288    24489     V    0    0    0
    1:35.774    24614     N    0    0    0
    1:36.183    24719     V    0    0    0
    1:36.673    24845     N    0    0    0
    1:37.066    24946     V    0    0    0
    1:37.576    25077     N    0    0    0
    1:37.977    25180     V    0    0    0
    1:38.447    25301     N    0    0    0
    1:38.891    25415     N    0    0    0
    1:39.331    25528     N    0    0    0
    1:39.689    25620     V    0    0    0
    1:40.000    25700     V    0    0    0
    1:40.661    25870     N    0    0    0
    1:41.004    25958     V    0    0    0
    1:41.529    26093     N    0    0    0
    1:41.961    26204     N    0    0    0
    1:42.397    26316     N    0    0    0
    1:42.825    26426     N    0    0    0
    1:43.257    26537     N    0    0    0
    1:43.634    26634     V    0    0    0
    1:44.128    26761     N    0    0    0
    1:44.518    26861     V    0    0    0
    1:44.988    26982     N    0    0    0
    1:45.424    27094     N    0    0    0
    1:45.856    27205     N    0    0    0
    1:46.288    27316     N    0    0    0
    1:46.720    27427     N    0    0    0
    1:47.082    27520     V    0    0    0
    1:47.393    27600     V    0    0    0
    1:48.016    27760     N    0    0    0
    1:48.409    27861     V    0    0    0
    1:48.887    27984     N    0    0    0
    1:49.319    28095     N    0    0    0
    1:49.751    28206     N    0    0    0
    1:50.128    28303     V    0    0    0
    1:50.611    28427     N    0    0    0
    1:51.054    28541     N    0    0    0
    1:51.467    28647     N    0    0    0
    1:51.856    28747     V    0    0    0
    1:52.327    28868     N    0    0    0
    1:52.759    28979     N    0    0    0
    1:53.187    29089     N    0    0    0
    1:53.626    29202     N    0    0    0
    1:54.031    29306     N    0    0    0
    1:54.455    29415     N    0    0    0
    1:54.879    29524     N    0    0    0
    1:55.226    29613     V    0    0    0
    1:55.724    29741     N    0    0    0
    1:56.144    29849     N    0    0    0
    1:56.568    29958     N    0    0    0
    1:56.988    30066     N    0    0    0
    1:57.412    30175     N    0    0    0
    1:57.778    30269     V    0    0    0
    1:58.261    30393     N    0    0    0
    1:58.681    30501     N    0    0    0
    1:59.097    30608     N    0    0    0
    1:59.518    30716     N    0    0    0
    1:59.946    30826     N    0    0    0
    2:00.276    30911     V    0    0    0
    2:00.798    31045     N    0    0    0
    2:01.222    31154     N    0    0    0
    2:01.650    31264     N    0    0    0
    2:02.074    31373     N    0    0    0
    2:02.502    31483     N    0    0    0
    2:02.821    31565     V    0    0    0
    2:03.354    31702     N    0    0    0
    2:03.782    31812     N    0    0    0
    2:04.210    31922     N    0    0    0
    2:04.638    32032     N    0    0    0
    2:05.066    32142     N    0    0    0
    2:05.494    32252     N    0    0    0
    2:05.922    32362     N    0    0    0
    2:06.354    32473     N    0    0    0
    2:06.782    32583     N    0    0    0
    2:07.214    32694     N    0    0    0
    2:07.646    32805     N    0    0    0
