      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.039      -10     V    0    0    0
    0:00.887      228     N    0    0    0
    0:01.599      411     N    0    0    0
    0:02.093      538     V    0    0    0
    0:03.039      781     N    0    0    0
    0:03.763      967     N    0    0    0
    0:04.241     1090     V    0    0    0
    0:05.198     1336     N    0    0    0
    0:05.907     1518     N    0    0    0
    0:06.393     1643     V    0    0    0
    0:07.331     1884     N    0    0    0
    0:08.031     2064     N    0    0    0
    0:08.529     2192     V    0    0    0
    0:09.432     2424     N    0    0    0
    0:10.128     2603     N    0    0    0
    0:10.658     2739     V    0    0    0
    0:11.556     2970     N    0    0    0
    0:12.261     3151     N    0    0    0
    0:12.786     3286     V    0    0    0
    0:13.700     3521     N    0    0    0
    0:14.420     3706     N    0    0    0
    0:14.911     3832     V    0    0    0
    0:15.860     4076     N    0    0    0
    0:16.564     4257     N    0    0    0
    0:17.054     4383     V    0    0    0
    0:18.008     4628     N    0    0    0
    0:18.732     4814     N    0    0    0
    0:19.210     4937     V    0    0    0
    0:20.167     5183     N    0    0    0
    0:20.879     5366     N    0    0    0
    0:21.362     5490     V    0    0    0
    0:22.323     5737     N    0    0    0
    0:23.035     5920     N    0    0    0
    0:23.759     6106     N    0    0    0
    0:24.412     6274     V    0    0    0
    0:25.191     6474     N    0    0    0
    0:25.918     6661     N    0    0    0
    0:26.451     6798     V    0    0    0
    0:27.397     7041     N    0    0    0
    0:28.136     7231     N    0    0    0
    0:28.611     7353     V    0    0    0
    0:29.595     7606     N    0    0    0
    0:30.331     7795     N    0    0    0
    0:31.062     7983     N    0    0    0
    0:31.650     8134     V    0    0    0
    0:32.533     8361     N    0    0    0
    0:33.265     8549     N    0    0    0
    0:33.755     8675     V    0    0    0
    0:34.724     8924     N    0    0    0
    0:35.455     9112     N    0    0    0
    0:35.926     9233     V    0    0    0
    0:36.907     9485     N    0    0    0
    0:37.623     9669     N    0    0    0
    0:38.097     9791     V    0    0    0
    0:39.066    10040     N    0    0    0
    0:39.782    10224     N    0    0    0
    0:40.261    10347     V    0    0    0
    0:41.210    10591     N    0    0    0
    0:41.926    10775     N    0    0    0
    0:42.405    10898     V    0    0    0
    0:43.354    11142     N    0    0    0
    0:44.058    11323     N    0    0    0
    0:44.537    11446     V    0    0    0
    0:45.467    11685     N    0    0    0
    0:46.171    11866     N    0    0    0
    0:46.665    11993     V    0    0    0
    0:47.588    12230     N    0    0    0
    0:48.276    12407     N    0    0    0
    0:48.794    12540     V    0    0    0
    0:49.685    12769     N    0    0    0
