      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.233       60     N    0    0    0
    0:01.222      314     N    0    0    0
    0:02.233      574     N    0    0    0
    0:03.233      831     N    0    0    0
    0:04.253     1093     N    0    0    0
    0:05.284     1358     N    0    0    0
    0:06.284     1615     N    0    0    0
    0:07.311     1879     N    0    0    0
    0:08.300     2133     N    0    0    0
    0:09.268     2382     N    0    0    0
    0:10.249     2634     N    0    0    0
    0:10.786     2772     A    0    0    0
    0:11.969     3076     N    0    0    0
    0:12.942     3326     N    0    0    0
    0:13.895     3571     N    0    0    0
    0:14.852     3817     N    0    0    0
    0:15.817     4065     N    0    0    0
    0:16.868     4335     N    0    0    0
    0:17.969     4618     N    0    0    0
    0:19.043     4894     N    0    0    0
    0:20.140     5176     N    0    0    0
    0:21.175     5442     N    0    0    0
    0:22.183     5701     N    0    0    0
    0:23.191     5960     N    0    0    0
    0:24.175     6213     N    0    0    0
    0:25.132     6459     N    0    0    0
    0:26.132     6716     N    0    0    0
    0:27.136     6974     N    0    0    0
    0:27.673     7112     A    0    0    0
    0:28.891     7425     N    0    0    0
    0:29.891     7682     N    0    0    0
    0:30.856     7930     N    0    0    0
    0:31.813     8176     N    0    0    0
    0:32.833     8438     N    0    0    0
    0:33.934     8721     N    0    0    0
    0:35.058     9010     N    0    0    0
    0:36.233     9312     N    0    0    0
    0:37.331     9594     N    0    0    0
    0:38.354     9857     N    0    0    0
    0:39.397    10125     N    0    0    0
    0:40.409    10385     N    0    0    0
    0:41.401    10640     N    0    0    0
    0:41.957    10783     A    0    0    0
    0:43.230    11110     N    0    0    0
    0:44.257    11374     N    0    0    0
    0:45.241    11627     N    0    0    0
    0:45.774    11764     A    0    0    0
    0:46.996    12078     N    0    0    0
    0:47.969    12328     N    0    0    0
    0:48.926    12574     N    0    0    0
    0:49.949    12837     N    0    0    0
    0:51.043    13118     N    0    0    0
    0:52.241    13426     N    0    0    0
    0:53.529    13757     N    0    0    0
    0:54.716    14062     N    0    0    0
    0:55.798    14340     N    0    0    0
    0:56.833    14606     N    0    0    0
    0:57.821    14860     N    0    0    0
    0:58.805    15113     N    0    0    0
    0:59.837    15378     N    0    0    0
    1:00.891    15649     N    0    0    0
    1:01.930    15916     N    0    0    0
    1:03.008    16193     N    0    0    0
    1:04.054    16462     N    0    0    0
    1:05.086    16727     N    0    0    0
    1:06.148    17000     N    0    0    0
    1:07.171    17263     N    0    0    0
    1:08.167    17519     N    0    0    0
    1:08.704    17657     A    0    0    0
    1:09.934    17973     N    0    0    0
    1:10.938    18231     N    0    0    0
    1:11.907    18480     N    0    0    0
    1:12.930    18743     N    0    0    0
    1:14.000    19018     N    0    0    0
    1:15.086    19297     N    0    0    0
    1:16.226    19590     N    0    0    0
    1:17.362    19882     N    0    0    0
    1:18.444    20160     N    0    0    0
    1:19.541    20442     N    0    0    0
    1:20.599    20714     N    0    0    0
    1:21.615    20975     N    0    0    0
    1:22.665    21245     N    0    0    0
    1:23.712    21514     N    0    0    0
    1:24.763    21784     N    0    0    0
    1:25.840    22061     N    0    0    0
    1:26.895    22332     N    0    0    0
    1:27.899    22590     N    0    0    0
    1:28.911    22850     N    0    0    0
    1:29.914    23108     N    0    0    0
    1:30.899    23361     N    0    0    0
    1:31.946    23630     N    0    0    0
    1:32.996    23900     N    0    0    0
    1:34.035    24167     N    0    0    0
    1:35.089    24438     N    0    0    0
    1:36.128    24705     N    0    0    0
    1:37.117    24959     N    0    0    0
    1:38.132    25220     N    0    0    0
    1:39.160    25484     N    0    0    0
    1:40.175    25745     N    0    0    0
    1:41.175    26002     N    0    0    0
    1:42.210    26268     N    0    0    0
    1:43.292    26546     N    0    0    0
    1:44.350    26818     N    0    0    0
    1:45.381    27083     N    0    0    0
    1:46.409    27347     N    0    0    0
    1:47.455    27616     N    0    0    0
    1:48.467    27876     N    0    0    0
    1:49.451    28129     N    0    0    0
    1:50.447    28385     N    0    0    0
    1:51.479    28650     N    0    0    0
    1:52.482    28908     N    0    0    0
    1:53.518    29174     N    0    0    0
    1:54.553    29440     N    0    0    0
    1:55.564    29700     N    0    0    0
    1:56.591    29964     N    0    0    0
    1:57.603    30224     N    0    0    0
    1:58.599    30480     N    0    0    0
    1:59.630    30745     N    0    0    0
    2:00.646    31006     N    0    0    0
    2:01.646    31263     N    0    0    0
    2:02.650    31521     N    0    0    0
    2:03.626    31772     N    0    0    0
    2:04.599    32022     N    0    0    0
    2:05.626    32286     N    0    0    0
    2:06.650    32549     N    0    0    0
    2:07.646    32805     N    0    0    0
    2:08.654    33064     N    0    0    0
    2:09.665    33324     N    0    0    0
    2:10.658    33579     N    0    0    0
    2:11.665    33838     N    0    0    0
    2:12.673    34097     N    0    0    0
    2:13.665    34352     N    0    0    0
    2:14.685    34614     N    0    0    0
    2:15.712    34878     N    0    0    0
    2:16.720    35137     N    0    0    0
    2:17.751    35402     N    0    0    0
    2:18.759    35661     N    0    0    0
    2:19.724    35909     N    0    0    0
    2:20.716    36164     N    0    0    0
    2:21.739    36427     N    0    0    0
    2:22.743    36685     N    0    0    0
    2:23.770    36949     N    0    0    0
    2:24.817    37218     N    0    0    0
    2:25.833    37479     N    0    0    0
    2:26.872    37746     N    0    0    0
    2:27.899    38010     N    0    0    0
    2:28.899    38267     N    0    0    0
    2:29.914    38528     N    0    0    0
    2:30.942    38792     N    0    0    0
    2:31.938    39048     N    0    0    0
    2:32.957    39310     N    0    0    0
    2:33.988    39575     N    0    0    0
    2:35.016    39839     N    0    0    0
    2:36.089    40115     N    0    0    0
    2:37.148    40387     N    0    0    0
    2:38.167    40649     N    0    0    0
    2:39.206    40916     N    0    0    0
    2:40.241    41182     N    0    0    0
    2:41.237    41438     N    0    0    0
    2:42.249    41698     N    0    0    0
    2:43.257    41957     N    0    0    0
    2:44.253    42213     N    0    0    0
    2:45.233    42465     N    0    0    0
    2:46.249    42726     N    0    0    0
    2:47.307    42998     N    0    0    0
    2:48.366    43270     N    0    0    0
    2:49.389    43533     N    0    0    0
    2:50.420    43798     N    0    0    0
    2:51.447    44062     N    0    0    0
    2:51.984    44200     A    0    0    0
    2:53.218    44517     N    0    0    0
    2:54.292    44793     N    0    0    0
    2:55.296    45051     N    0    0    0
    2:56.280    45304     N    0    0    0
    2:57.307    45568     N    0    0    0
    2:58.374    45842     N    0    0    0
    2:59.444    46117     N    0    0    0
    3:00.564    46405     N    0    0    0
    3:01.650    46684     N    0    0    0
    3:02.693    46952     N    0    0    0
    3:03.755    47225     N    0    0    0
    3:04.813    47497     N    0    0    0
    3:05.840    47761     N    0    0    0
    3:06.875    48027     N    0    0    0
    3:07.938    48300     N    0    0    0
    3:09.008    48575     N    0    0    0
    3:10.027    48837     N    0    0    0
    3:11.062    49103     N    0    0    0
    3:12.128    49377     N    0    0    0
    3:13.214    49656     N    0    0    0
    3:14.276    49929     N    0    0    0
    3:15.327    50199     N    0    0    0
    3:16.362    50465     N    0    0    0
    3:17.385    50728     N    0    0    0
    3:18.444    51000     N    0    0    0
    3:19.521    51277     N    0    0    0
    3:20.584    51550     N    0    0    0
    3:21.669    51829     N    0    0    0
    3:22.704    52095     N    0    0    0
    3:23.720    52356     N    0    0    0
    3:24.767    52625     N    0    0    0
    3:25.809    52893     N    0    0    0
    3:26.860    53163     N    0    0    0
    3:27.872    53423     N    0    0    0
    3:28.934    53696     N    0    0    0
    3:29.988    53967     N    0    0    0
    3:31.023    54233     N    0    0    0
    3:32.121    54515     N    0    0    0
    3:33.233    54801     N    0    0    0
    3:34.315    55079     N    0    0    0
    3:35.362    55348     N    0    0    0
    3:36.409    55617     N    0    0    0
    3:37.494    55896     N    0    0    0
    3:38.564    56171     N    0    0    0
    3:39.650    56450     N    0    0    0
    3:40.724    56726     N    0    0    0
    3:41.774    56996     N    0    0    0
    3:42.860    57275     N    0    0    0
    3:43.805    57518     N    0    0    0
    3:44.665    57739     N    0    0    0
    3:45.471    57946     N    0    0    0
    3:46.323    58165     N    0    0    0
    3:47.136    58374     N    0    0    0
    3:47.665    58510     A    0    0    0
    3:48.623    58756     N    0    0    0
    3:49.412    58959     N    0    0    0
    3:50.163    59152     N    0    0    0
    3:50.895    59340     N    0    0    0
    3:51.607    59523     N    0    0    0
    3:52.307    59703     N    0    0    0
    3:52.992    59879     N    0    0    0
    3:53.463    60000     A    0    0    0
    3:54.284    60211     N    0    0    0
    3:54.965    60386     A    0    0    0
    3:55.634    60558     A    0    0    0
    3:56.300    60729     A    0    0    0
    3:56.763    60848     A    0    0    0
    3:57.576    61057     N    0    0    0
    3:58.268    61235     N    0    0    0
